"Table1","Table2","JoinByTable1","JoinByTable2","Notes"
"zoo_dnaRawDataFiles","zoo_fieldData","Requires intermediate table: join via zoo_dnaExtraction table","Requires intermediate table: join via zoo_dnaExtraction table",NA
"zoo_dnaRawDataFiles","zoo_markerGeneSequencing","Join not recommended. Join via dnaSampleID will double records.","Join not recommended. Join via dnaSampleID will double records.",NA
"zoo_dnaRawDataFiles","zoo_metabarcodeTaxonomy","Join not recommended. Join via dnaSampleID will double records.","Join not recommended. Join via dnaSampleID will double records.",NA
"zoo_dnaRawDataFiles","zoo_pcrAmplification","Join not recommended. Join via dnaSampleID will double records.","Join not recommended. Join via dnaSampleID will double records.",NA
"zoo_fieldData","zoo_markerGeneSequencing","Requires intermediate table: join via zoo_dnaExtraction table","Requires intermediate table: join via zoo_dnaExtraction table",NA
"zoo_fieldData","zoo_metabarcodeTaxonomy","Requires intermediate table: join via zoo_dnaExtraction table","Requires intermediate table: join via zoo_dnaExtraction table",NA
"zoo_fieldData","zoo_pcrAmplification","Requires intermediate table: join via zoo_dnaExtraction table","Requires intermediate table: join via zoo_dnaExtraction table",NA
"zoo_markerGeneSequencing","zoo_metabarcodeTaxonomy","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"zoo_markerGeneSequencing","zoo_pcrAmplification","dnaSampleID,primerSetID","dnaSampleID,primerSetID",NA
"zoo_metabarcodeTaxonomy","zoo_pcrAmplification","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_dnaExtractionStandard","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_dnaRawDataFilesStandard","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_markerGeneSequencingStandard","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_metabarcodeSummary","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_metabarcodeTaxonList","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"inv_pcrAmplificationStandard","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"dep_profileHeader","dep_profileData","eventID","eventID",NA
"gsi_fieldSuperParent","gsi_fieldData","parentSampleID","parentSampleID",NA
"gsi_fieldData","gwc_wellStabilization","parentSampleID","parentSampleID",NA
"gsi_fieldData","gsi_externalLabH2OIsotopes","isotopeH2OSampleID","isotopeH2OSampleID",NA
"gsi_externalLabH2OIsotopes","gsi_fieldSuperParent","Requires intermediate table: join via gsi_fieldData","Requires intermediate table: join via gsi_fieldData",NA
"gsi_externalLabH2OIsotopes","gsi_wellStabilization","Requires intermediate table: join via gsi_fieldData","Requires intermediate table: join via gsi_fieldData",NA
"gsi_fieldData","gsi_wellStabilization","parentSampleID","parentSampleID",NA
"gsi_fieldSuperParent","gsi_wellStabilization","parentSampleID","parentSampleID",NA
"asi_externalLabSummaryData","Any other table","Join not recommended. Data can be related by analyte, laboratory, and overlap of labSpecific start and end dates with analysis dates.","Join not recommended. Data can be related by analyte, laboratory, and overlap of labSpecific start and end dates with analysis dates.",NA
"mga_batchResults","mga_benthicGroupAbundances","batchID","batchID",NA
"mga_benthicGroupAbundances","amb_fieldParent","geneticSampleID","geneticSampleID",NA
"mga_labSummary","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"mga_batchResults","mga_swGroupAbundances","batchID","batchID",NA
"mga_swGroupAbundances","amc_fieldCellCounts","geneticSampleID","geneticSampleID",NA
"mga_labSummary","Any other table","Join not recommended. Data resolution does not match other tables.","Join not recommended. Data resolution does not match other tables.",NA
"amb_fieldParent","mms_benthicMetagenomeDnaExtraction","metagenomicsSampleID","genomicsSampleID",NA
"mic_benthicDnaPooling","mms_benthicMetagenomeDnaExtraction","Not fully automatable: multiple subsampleIDs are pooled into each dnaSampleIDList","",NA
"mic_benthicDnaPooling","amb_fieldParent","Requires intermediate table: join via mms_benthicMetagenomeDnaExtraction","",NA
"mic_benthicDnaPooling","mms_benthicMetagenomeSequencing","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mms_benthicRawDataFiles","poolSampleID","dnaSampleID",NA
"mms_benthicMetagenomeDnaExtraction","mms_benthicMetagenomeSequencing","dnaSampleID","dnaSampleID",NA
"mms_benthicMetagenomeSequencing","mms_benthicRawDataFiles","dnaSampleID","dnaSampleID",NA
"amb_fieldParent","mms_benthicMetagenomeSequencing","Requires intermediate table: join via mms_benthicMetagenomeDnaExtraction","",NA
"amb_fieldParent","mms_benthicRawDataFiles","Requires intermediate table: join via mms_benthicMetagenomeDnaExtraction","",NA
"mms_benthicMetagenomeDnaExtraction","mms_benthicRawDataFiles","dnaSampleID","dnaSampleID",NA
"mmg_benthicDnaExtraction","mic_benthicDnaPooling","Not fully automatable: multiple subsampleIDs are pooled into each dnaSampleIDList","",NA
"mmg_benthicDnaExtraction","mmg_benthicPcrAmplification_16S","dnaSampleID","dnaSampleID",NA
"mmg_benthicDnaExtraction","mmg_benthicPcrAmplification_ITS","dnaSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mmg_benthicPcrAmplification_16S","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mmg_benthicPcrAmplification_ITS","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mmg_benthicMarkerGeneSequencing_16S","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mmg_benthicMarkerGeneSequencing_ITS","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","mmg_benthicRawDataFiles","poolSampleID","dnaSampleID",NA
"mic_benthicDnaPooling","amb_fieldParent","Requires intermediate table: join via mmg_benthicDnaExtraction","",NA
"mmg_benthicPcrAmplification_16S","mmg_benthicMarkerGeneSequencing_16S","dnaSampleID","",NA
"mmg_benthicPcrAmplification_ITS","mmg_benthicMarkerGeneSequencing_ITS","dnaSampleID","",NA
"mmg_benthicMarkerGeneSequencing_16S","mmg_benthicRawDataFiles","Not fully automatable: Filter the raw data table to only 16S samples, then join on dnaSampleID","",NA
"mmg_benthicMarkerGeneSequencing_ITS","mmg_benthicRawDataFiles","Not fully automatable: Filter the raw data table to only ITS samples, then join on dnaSampleID","",NA
"mmg_benthicDnaExtraction","amb_fieldParent","geneticSampleID","geneticSampleID",NA
"amb_fieldParent","mmg_benthicMarkerGeneSequencing_16S","Requires intermediate table: join via mmg_benthicDnaExtraction and mic_benthicDnaPooling tables","",NA
"amb_fieldParent","mmg_benthicMarkerGeneSequencing_ITS","Requires intermediate table: join via mmg_benthicDnaExtraction and mic_benthicDnaPooling tables","",NA
"amb_fieldParent","mmg_benthicPcrAmplification_16S","Requires intermediate table: join via mmg_benthicDnaExtraction and mic_benthicDnaPooling tables","",NA
"amb_fieldParent","mmg_benthicPcrAmplification_ITS","Requires intermediate table: join via mmg_benthicDnaExtraction and mic_benthicDnaPooling tables","",NA
"amb_fieldParent","mmg_benthicRawDataFiles","Requires intermediate table: join via mmg_benthicDnaExtraction and mic_benthicDnaPooling tables","",NA
"mmg_benthicDnaExtraction","mmg_benthicMarkerGeneSequencing_16S","dnaSampleID","dnaSampleID",NA
"mmg_benthicDnaExtraction","mmg_benthicMarkerGeneSequencing_ITS","dnaSampleID","dnaSampleID",NA
"mmg_benthicDnaExtraction","mmg_benthicRawDataFiles","dnaSampleID","dnaSampleID",NA
"mmg_benthicMarkerGeneSequencing_16S","mmg_benthicMarkerGeneSequencing_ITS","Join not recommended: different sequencing types","",NA
"mmg_benthicMarkerGeneSequencing_16S","mmg_benthicPcrAmplification_ITS","Join not recommended: different sequencing types","",NA
"mmg_benthicMarkerGeneSequencing_ITS","mmg_benthicPcrAmplification_16S","Join not recommended: different sequencing types","",NA
"mmg_benthicPcrAmplification_16S","mmg_benthicPcrAmplification_ITS","Join not recommended: different sequencing types","",NA
"mmg_benthicPcrAmplification_16S","mmg_benthicRawDataFiles","Not fully automatable: Filter the raw data table to only 16S samples, then join on dnaSampleID","",NA
"mmg_benthicPcrAmplification_ITS","mmg_benthicRawDataFiles","Not fully automatable: Filter the raw data table to only ITS samples, then join on dnaSampleID","",NA
"amc_fieldGenetic","mms_swMetagenomeDnaExtraction","metagenomicSampleID","genomicsSampleID",NA
"mic_swDnaPooling","mms_swMetagenomeDnaExtraction","Not fully automatable: multiple subsampleIDs are pooled into each dnaSampleIDList ","",NA
"mic_swDnaPooling","amc_fieldGenetic","Requires intermediate table: join via mms_swMetagenomeDnaExtraction table","",NA
"mic_swDnaPooling","amc_fieldSuperParent","Requires intermediate table: join via amc_fieldGenetic table","",NA
"mic_swDnaPooling","mms_swMetagenomeSequencing","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","mms_swRawDataFiles","poolSampleID","dnaSampleID",NA
"mms_swMetagenomeDnaExtraction","mms_swMetagenomeSequencing","dnaSampleID","dnaSampleID",NA
"mms_swMetagenomeSequencing","mms_metagenomeDnaExtraction","dnaSampleID","dnaSampleID",NA
"mms_swRawDataFiles","mms_swMetagenomeDnaExtraction","dnaSampleID","dnaSampleID",NA
"mms_swRawDataFiles","mms_swMetagenomeSequencing","dnaSampleID","dnaSampleID",NA
"amc_fieldGenetic","amc_fieldSuperParent","parentSampleID","parentSampleID",NA
"amc_fieldGenetic","mms_swMetagenomeSequencing","Requires intermediate table: join via mms_swMetagenomeDnaExtraction table","",NA
"amc_fieldGenetic","mms_swRawDataFiles","Requires intermediate table: join via mms_swMetagenomeDnaExtraction table","",NA
"amc_fieldSuperParent","mms_swMetagenomeDnaExtraction","Requires intermediate table: join via mms_fieldGenetic table","",NA
"amc_fieldSuperParent","mms_swMetagenomeSequencing","Requires intermediate table: join via mms_fieldGenetic and mms_swMetagenomeDnaExtraction tables","",NA
"amc_fieldSuperParent","mms_swRawDataFiles","Requires intermediate table: join via mms_fieldGenetic and mms_swMetagenomeDnaExtraction tables","",NA
"amc_fieldGenetic","mmg_swDnaExtraction","geneticSampleID","",NA
"mmg_swDnaExtraction","mic_swDnaPooling","Not fully automatable: multiple subsampleIDs are pooled into each dnaSampleIDList","",NA
"mic_swDnaPooling","mmg_swPcrAmplification_16S","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","mmg_swPcrAmplification_ITS","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","mmg_swMarkerGeneSequencing_16S","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","mmg_swMarkerGeneSequencing_ITS","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","mmg_swRawDataFiles","poolSampleID","dnaSampleID",NA
"mic_swDnaPooling","amc_fieldGenetic","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"mic_swDnaPooling","amc_fieldSuperParent","Requires intermediate table: join via amc_fieldGenetic table","",NA
"mmg_swPcrAmplification_16S","mmg_swDnaExtraction","dnaSampleID","dnaSampleID",NA
"mmg_swPcrAmplification_ITS","mmg_swDnaExtraction","dnaSampleID","dnaSampleID",NA
"mmg_swMarkerGeneSequencing_16S","mmg_swPcrAmplification_16S","dnaSampleID","dnaSampleID",NA
"mmg_swMarkerGeneSequencing_16S","mmg_swDnaExtraction","dnaSampleID","dnaSampleID",NA
"mmg_swMarkerGeneSequencing_ITS","mmg_swPcrAmplification_ITS","dnaSampleID","dnaSampleID",NA
"mmg_swMarkerGeneSequencing_ITS","mmg_swDnaExtraction","dnaSampleID","dnaSampleID",NA
"mmg_swRawDataFiles","mmg_swPcrAmplification_ITS","dnaSampleID","dnaSampleID",NA
"mmg_swRawDataFiles","mmg_swDnaExtraction","dnaSampleID","dnaSampleID",NA
"amc_fieldGenetic","amc_fieldSuperParent","parentSampleID","parentSampleID",NA
"amc_fieldGenetic","mmg_swMarkerGeneSequencing_16S","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"amc_fieldGenetic","mmg_swMarkerGeneSequencing_ITS","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"amc_fieldGenetic","mmg_swPcrAmplification_16S","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"amc_fieldGenetic","mmg_swPcrAmplification_ITS","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"amc_fieldGenetic","mmg_swRawDataFiles","Requires intermediate table: join via mmg_swDnaExtraction table","",NA
"amc_fieldSuperParent","mmg_swDnaExtraction","Requires intermediate table: join via amc_fieldGenetic table","",NA
"amc_fieldSuperParent","mmg_swMarkerGeneSequencing_16S","Requires intermediate table: join via amc_fieldGenetic and mmg_swDnaExtraction tables","",NA
"amc_fieldSuperParent","mmg_swMarkerGeneSequencing_ITS","Requires intermediate table: join via amc_fieldGenetic and mmg_swDnaExtraction tables","",NA
"amc_fieldSuperParent","mmg_swPcrAmplification_16S","Requires intermediate table: join via amc_fieldGenetic and mmg_swDnaExtraction tables","",NA
"amc_fieldSuperParent","mmg_swPcrAmplification_ITS","Requires intermediate table: join via amc_fieldGenetic and mmg_swDnaExtraction tables","",NA
"amc_fieldSuperParent","mmg_swRawDataFiles","Requires intermediate table: join via amc_fieldGenetic and mmg_swDnaExtraction tables","",NA
"mmg_swMarkerGeneSequencing_16S","mmg_swMarkerGeneSequencing_ITS","Join not recommended: different sequencing types","",NA
"mmg_swMarkerGeneSequencing_16S","mmg_swPcrAmplification_ITS","Join not recommended: different sequencing types","",NA
"mmg_swMarkerGeneSequencing_16S","mmg_swRawDataFiles","dnaSampleID","dnaSampleID",NA
"mmg_swMarkerGeneSequencing_ITS","mmg_swPcrAmplification_16S","Join not recommended: different sequencing types","",NA
"mmg_swMarkerGeneSequencing_ITS","mmg_swRawDataFiles","dnaSampleID","dnaSampleID",NA
"mmg_swPcrAmplification_16S","mmg_swPcrAmplification_ITS","Join not recommended: different sequencing types","",NA
"mmg_swPcrAmplification_16S","mmg_swRawDataFiles","dnaSampleID","dnaSampleID",NA
"fsp_boutMetadata","fsp_sampleMetadata","eventID","eventID",NA
"fsp_sampleMetadata","cfc_fieldData","sampleID","sampleID",NA
"fsp_sampleMetadata","fsp_spectralData","spectralSampleID","spectralSampleID",NA
"fsp_boutMetadata","fsp_spectralData","Requires intermediate table: Join via fsp_sampleMetadata","Requires intermediate table: Join via fsp_sampleMetadata",NA
"fsp_rawSpectra","Any other table","Join not recommended: spectralSampleID is the linking variable, but the fsp_rawSpectra table contains data records for every wavelength measured. Note that this table will be named fsp_rawSpectra when stacking data using the neonUtilities package; in downloads from data portal, these data will be presented in individual files named for the sample they describe.","Join not recommended: spectralSampleID is the linking variable, but the fsp_rawSpectra table contains data records for every wavelength measured. Note that this table will be named fsp_rawSpectra when stacking data using the neonUtilities package; in downloads from data portal, these data will be presented in individual files named for the sample they describe.",NA
"csd_continuousDischarge","csd_gaugeWaterColumnRegression","regressionID","regressionID",NA
"csd_continuousDischargeUSGS","csd_dischargeRegressionUSGS","usgsDischargeRegID","usgsDischargeRegID",NA
"csd_dataGapToFillMethodMapping","csd_gapFillingRegression","gapFillRegressionID","gapFillRegressionID",NA
"csd_continuousDischarge","sdrc_gaugePressureRelationship","Not fully automatable: Join by regressionID and endDate truncated to YYYY-MM-DD HH:MM (without seconds)","Not fully automatable: Join by regressionID and endDate truncated to YYYY-MM-DD HH:MM (without seconds)",NA
"csd_continuousDischarge","csd_dataGapToFillMethodMapping","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_dataGapToFillMethodMapping","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_dataGapToFillMethodMapping",NA
"csd_continuousDischarge","csd_constantBiasShift","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_constantBiasShift","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_constantBiasShift",NA
"csd_continuousDischarge","csd_gapFillingRegression","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_gapFillingRegression","Not fully automatable: Join by csd_continuousDischarge:endDate overlapping with date range of records in csd_gapFillingRegression",NA
"csd_dataGapToFillMethodMapping","csd_constantBiasShift","Join not recommended, see User Guide","Join not recommended, see User Guide",NA
"csd_gapFillingRegression","csd_constantBiasShift","Join not recommended, see User Guide","Join not recommended, see User Guide",NA
"csd_continuousDischarge","csd_continuousDischargeUSGS","Join not recommended, see User Guide","Join not recommended, see User Guide",NA
"csd_continuousDischarge","csd_dischargeRegressionUSGS","Join not recommended, see User Guide","Join not recommended, see User Guide",NA
"csd_continuousDischargeUSGS","sdrc_gaugePressureRelationship","Join not recommended, see User Guide","Join not recommended, see User Guide",NA
"geo_misclosureInfo","geo_surveySummary","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_missingLine","geo_surveySummary","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_pebbleCount","geo_pebbleFieldData","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_pebbleCount","geo_surveySummary","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_pebbleFieldData","geo_surveySummary","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_rapidHabitatAssessment","geo_surveySummary","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_rawSurveyData","geo_surveyPoints","eventID,surveyEndDate,surveyPointID","eventID,surveyEndDate,surveyPointID",NA
"geo_surveySummary","geo_thalwegByHabitatID","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_surveySummary","geo_thalwegByHabitatType","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_surveySummary","geo_thalwegLongProfile","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_surveySummary","geo_trimbleData","eventID,surveyEndDate","eventID,surveyEndDate",NA
"geo_misclosureInfo","geo_missingLine","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_pebbleCount","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_pebbleFieldData","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_totalStation","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_processedSurveyData","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_rawSurveyData","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_misclosureInfo","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_pebbleCount","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_pebbleFieldData","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_totalStation","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_processedSurveyData","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_rawSurveyData","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_missingLine","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_totalStation","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_processedSurveyData","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_rawSurveyData","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_pebbleCount","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_totalStation","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_processedSurveyData","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_rawSurveyData","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_processedSurveyData","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_processedSurveyData","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_processedSurveyData","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_rapidHabitatAssessment","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_rapidHabitatAssessment","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_rapidHabitatAssessment","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_pebbleFieldData","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_geomorphicFeatureCount","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_processedSurveyData","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_rapidHabitatAssessment","Join not recommended","Join not recommended",NA
"geo_surveySummary","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_rawSurveyData","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_totalStation","geo_surveyPoints","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_rapidHabitatAssessment","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_rapidHabitatAssessment","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_thalwegLongProfile","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_rawSurveyData","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_thalwegLongProfile","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_thalwegByHabitatID","Join not recommended","Join not recommended",NA
"geo_transectBankfullWidths","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_surveyPoints","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_surveySummary","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_thalwegByHabitatType","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatID","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_thalwegLongProfile","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_thalwegByHabitatType","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_thalwegLongProfile","geo_transectBankfullWidths","Join not recommended","Join not recommended",NA
"geo_thalwegLongProfile","geo_trimbleData","Join not recommended","Join not recommended",NA
"geo_transectBankfullWidths","geo_trimbleData","Join not recommended","Join not recommended",NA
"bat_fieldData","bat_pointcollection","endDate","endDate",NA
"bat_fieldData","bat_sonarRecord","endDate","endDate",NA
"bat_fieldData","bat_resultsFile","Join not recommended, see Standard Calculations","Join not recommended, see Standard Calculations",NA
"bat_pointcollection","bat_sonarRecord","endDate","endDate",NA
"bat_pointcollection","bat_resultsFile","Join not recommended, see Standard Calculations","Join not recommended, see Standard Calculations",NA
"bat_sonarRecord","bat_resultsFile","Join not recommended, see Standard Calculations","Join not recommended, see Standard Calculations",NA
"sdrc_gaugeDischargeMeas","sdrc_resultsResiduals","gaugeEventID","gaugeEventID",NA
"sdrc_stageDischargeCurveInfo","sdrc_resultsResiduals","curveID","curveID",NA
"sdrc_stageDischargeCurveInfo","sdrc_gaugeDischargeMeas","curveID","curveID",NA
"sdrc_posteriorParameters","sdrc_stageDischargeCurveInfo","curveID","curveID",NA
"sdrc_posteriorParameters","sdrc_sampledParameters","curveID,controlNumber","curveID,controlNumber",NA
"sdrc_posteriorParameters","sdrc_resultsResiduals","Join not recommended. Data can generally be related by curveID","",NA
